Identifier,Index,Chemical Name,Structure File,Coord Atoms,Freq,rsmd
VEXCOT,1,"N'2,N'6-bis{[2-hydroxy-3-(prop-2-en-1-yl)phenyl]methylidene}pyridine-2,6-dicarbohydrazide",VEXCOT.mol,"[28, 1]",1,0.7932487004854312
CEWXAE,1,"1-((1R,2R,3S,4R)-2,3-Dihydroxy-4-(hydroxymethyl)-4-methylcyclopentyl)-5-methylpyrimidine-2,4(1H,3H)-dione",CEWXAE.mol,"[34, 36]",1,0.7932535058245966
AHUYEI,1,"rac-(1S,2R,3R)-2-Hydroxy-1-isobutyl-3-methylcyclopentanecarboxylic acid",AHUYEI.mol,"[1, 0]",1,0.7932581247949165
JINFAQ,1,"2,2,3,3,4,4,5,5,6,6-decafluorocyclohexane-1,1-diol",JINFAQ.mol,"[2, 6]",1,0.7932607142536137
OFUHAB,1,"4,4a,11,11a-tetramethyl-12-(prop-1-en-2-yl)-2,3,4,4a,5,9,10,11,11a,12-decahydrodinaphtho[1,2-b:2',3'-d]furan-6,7-dione",OFUHAB.mol,"[1, 2]",1,0.793262073228068
QEPMEG,1,t-butyl (2-t-butoxy-4-{[1-(4-nitrophenyl)ethyl]carbamoyl}cyclobutyl)carbamate hydrate,QEPMEG.mol,"[60, 39]",1,0.7932623240952124
TEXGAG,1,"N-Cyclohexyl-N-(cyclohexylcarbamoyl)-3-(3,4-dihydroxyphenyl)acrylamide",TEXGAG.mol,"[2, 16]",1,0.793266565438549
DIGHEG,1,"(3aSR,4RS,11SR,11aRS)-3a,4,11,11a-Tetrahydro-4,6,9-trihydroxy-11-methoxy-2,2,3a-trimethyl-24-anthra(2,3-d)dioxol-5,10-dione",DIGHEG.mol,"[3, 4]",1,0.793296960067017
RAVZUK,1,Histidinyl-glutamate,RAVZUK.mol,"[4, 1]",1,0.7933192679575685
CAYQID,1,2-Thiocytosinium bromide,CAYQID.mol,"[6, 5]",1,0.79332982903493
UCEMAT,1,"2-((4-(5,5-difluoro-5H-6λ5,5λ5-dipyrrolo[1,2-c:2',1'-f][1,3,2]diazaborinin-10-yl)-2,3,5,6-tetrafluorophenyl)amino)ethanol",UCEMAT.mol,"[6, 10]",1,0.7933372773241096
EDEVAL,1,"3-(3,4,5-Trimethoxyphenyl)propanohydrazide",EDEVAL.mol,"[30, 29]",1,0.7933384345285103
OXUMAW,1,"1-Methyl-4-(((1-methylpyridinium-4-yl)carbamoyl)amino)pyridinium dinitrate N,N-dimethylformamide solvate",OXUMAW.mol,"[27, 30]",1,0.7933447044483107
CIRLIZ,1,"(Ra,S,E)-2-Amino-N-(naphthalen-1-ylmethyl)-N-(α-phenylethyl)benzamide",CIRLIZ.mol,"[14, 10]",1,0.7933607155612474
TOXGLU11,1,Tetramethyl-β-oxoglutaric acid,TOXGLU11.mol,"[9, 10]",1,0.7933651434476299
ROFRAG,1,N'-((E)-1-Phenylethylidene)benzohydrazide,ROFRAG.mol,"[1, 0]",1,0.7933898089057414
AWAZAA,1,9-Hexadecyl-9H-purin-6-amine,AWAZAA.mol,"[1, 4]",1,0.7933900879184399
XEFZUG,1,"piperazine-1,4-diium bis(2-ethoxy-1-{[2'-(5-oxo-4,5-dihydro-1,2,4-oxadiazol-3-yl)[1,1'-biphenyl]-4-yl]methyl}-1H-benzimidazole-7-carboxylate) methanol solvate",XEFZUG.mol,"[52, 51]",1,0.7934084112734205
GORZAO,1,"(6R*,7R*,15S*)-15-((S*)-(Hydroxy)phenylmethyl)-1,8,13,16-tetraoxadispiro(5.0.5.4)hexadecan-14-one",GORZAO.mol,"[5, 4]",1,0.7934102654882286
LAJFIO,1,"methyl (3S*,7aR*,8R*)-8-((benzyloxy)methyl)-3-hydroxy-7a-methyl-4-oxohexahydro-1,3a-methanoindene-1(4H)-carboxylate",LAJFIO.mol,"[0, 3]",1,0.7934103615049577
NUFWET,1,"3-azido-5-hydroxy-8a-methyl-4-phenyl-4a,8a-dihydro-2H-1-benzopyran-6(5H)-one",NUFWET.mol,"[33, 34]",1,0.7934121284456662
HXFAVC,1,"4',6,7-Trihydroxyflavylium chloride monohydrate",HXFAVC.mol,"[16, 17]",1,0.7934147832152165
AHIDIT,1,"1,6-Anhydro-L-iditol",AHIDIT.mol,"[18, 19]",1,0.7934202268471034
DOKCIS,1,(S)-3-allyl-5-fluoro-3-hydroxy-1-methylindolin-2-one,DOKCIS.mol,"[6, 3]",1,0.7934424772991616
NIKJOJ,1,"4-[(hydroxyimino)methyl]benzene-1,3-diol",NIKJOJ.mol,"[6, 0]",1,0.7934444521806614
DOLBUC,1,"3-Pyridin-2-yl-1H-1,2,4-triazol-5-amine",DOLBUC.mol,"[0, 7]",1,0.7934522708992225
QOJMEJ,1,N-(5-(3-phenylprop-2-en-1-yl)quinolin-8-yl)butanamide,QOJMEJ.mol,"[2, 1]",1,0.7934548035367023
CEFHIH,1,"pyridine-2,6-diylbis(1H-benzotriazol-1-ylmethanone)",CEFHIH.mol,"[0, 7]",1,0.7934890372259079
XECXOT,1,3-(Methylsulfanyl)biphenyl-4-carboxylic acid,XECXOT.mol,"[26, 25]",1,0.7934903822569672
UFACOW,1,(4-azaniumylbutyl)carbamate,UFACOW.mol,"[0, 3]",1,0.7934921897030776
KIFFAJ,1,"rubidium 5-(4-nitro-1,2,5-oxadiazol-3-yl)tetrazol-2-ide",KIFFAJ.mol,"[4, 6]",1,0.7934979377755172
MERYIS,1,"bis(Triethylammonium) 4,10-dicarboxyperylene-3,9-carboxylate",MERYIS.mol,"[35, 33]",1,0.7935169770666683
BUFFIS,1,"3-((3-Oxo-1,3-dihydroisobenzofuran-1-yl)amino)benzoic acid",BUFFIS.mol,"[2, 4]",1,0.7935207468571249
SIHVOU01,1,N-t-Butoxycarbonyl-1-aminocyclopropanecarboxylic acid,SIHVOU01.mol,"[2, 3]",1,0.7935337378709088
TECDEL,1,N-(1-Hydroxy-3-(methylsulfanylmethylsulfinyl)propan-2-yl)-2-oxo-2H-chromene-3-carboxamide,TECDEL.mol,"[8, 3]",1,0.7935365800503869
ENIHOA,1,"5-(2,6-bis(4-carboxyphenyl)pyridin-4-yl)isophthalic acid",ENIHOA.mol,"[2, 7]",1,0.7935382661471139
HIPFUH01,1,"bis(3α,12α-Dihydroxy-23-nor-5β-cholan-23-oic acid) acetone clathrate",HIPFUH01.mol,"[3, 2]",1,0.7935390940013496
TEVFOS,1,"7,8,9,10-tetrahydro-3H-[1,3]diazepino[2,1-i]purin-11-ium bromide monohydrate",TEVFOS.mol,"[6, 9]",1,0.7935480134444851
DAVGAK,1,"bis(cyclohexylammonium) trans-1,4-cyclohexanedicarboxylate",DAVGAK.mol,"[21, 20]",1,0.7935575261069012
ATOKAX,1,"3-phenyl[1,2]oxazolo[3,4-c]pyridin-7(6H)-one",ATOKAX.mol,"[0, 10]",1,0.793557867939129
MEYCUO,1,"(R)-2,3-Dioxo-2,3-dihydrofurano(4,5-d)(2.2)paracyclophane",MEYCUO.mol,"[2, 1]",1,0.7935616470914036
CITJUN,1,"2,7-bis(3-(1H-imidazol-1-yl)propyl)benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetrone 3-phenylacrylic acid solvate",CITJUN.mol,"[1, 0]",1,0.7935640036932851
CUSVIY,1,"1,3-dihydroxy-8-methoxyanthracene-9,10-dione monohydrate",CUSVIY.mol,"[0, 3]",1,0.7935963400411259
SUHLUF,1,"dimethyl 5-t-butyl-1H-pyrazole-3,4-dicarboxylate",SUHLUF.mol,"[0, 2]",1,0.7936000597129781
CUHNAW,1,"2,2,2-Trifluoroethyl 2-(((2,2,2-trifluoroethoxy)carbonyl)amino)benzoate",CUHNAW.mol,"[6, 0]",1,0.7936005114921802
CAQYAW,1,2-((2-Hydroxybenzylidene)amino)pyridin-3-ol,CAQYAW.mol,"[1, 3]",1,0.7936041790568562
QAQRIK,1,"bis(N,N',N''-Tri-isobutylproazaphosphatranium) tris(catecholato)silicate acetonitrile solvate",QAQRIK.mol,"[32, 36]",1,0.7936256751108861
ZIPKOA03,1,"(5-((1Z,2E)-2-methyl-3-phenylprop-2-en-1-ylidene)-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl)acetic acid",ZIPKOA03.mol,"[3, 16]",1,0.7936306220079091
AZLNPR,1,"Azulene-1,3-dipropionic acid",AZLNPR.mol,"[34, 33]",1,0.7936311519251633
KECZEZ,1,"1-Amino-9,10-dimethyl-3-phenyl-5,6-dihydro-13H-[1]benzoxepino[4',5':5,6]pyrano[4,3-d]pyrimidin-13-one",KECZEZ.mol,"[1, 5]",1,0.7936376206572221
KIRPUY,1,"tris(2-Amino-6-oxo-6,7-dihydro-1H-purin-9-ium) hydrogen sulfate sulfate 2-amino-1,9-dihydro-6H-purin-6-one",KIRPUY.mol,"[13, 7]",1,0.7936443552643186
KEZTAL,1,"4,5,10-Trihydroxy-1a-methyl-10,10a-dihydro-1aH-indeno(1',2':7,8)naphtho(2,3-b)oxirene-2,9-dione ethanol solvate",KEZTAL.mol,"[13, 18]",1,0.7936562161166787
OLAJOC,1,"2-(3,4-Dihydroxyphenyl)-5-hydroxy-3,7-dimethoxy-4H-chromen-4-one",OLAJOC.mol,"[35, 36]",1,0.7936593691373846
FEFNOV,1,N-(6-Phenylhexanoyl)glycyltryptophanamide,FEFNOV.mol,"[1, 3]",1,0.7936614493171641
GOKNOK,1,Cyameluric acid,GOKNOK.mol,"[0, 14]",1,0.793669993977544
ERESOJ,1,"(-)-2-[(1S,5R)-(3,7-Dioxo-2,4,6,8-tetraazabicyclo[3.3.0]oct-2-yl)]-(2S)-4-(methylthio)butanoic acid",ERESOJ.mol,"[7, 3]",1,0.7936710864498872
MHAMEL,1,Methyl β-D-hamameloside,MHAMEL.mol,"[21, 25]",1,0.7936763941655478
LUWHAP,1,"6-oxo-1,2-diphenyl-6-[(quinolin-8-yl)amino]hex-1-en-1-yl acetate",LUWHAP.mol,"[3, 4]",1,0.7936765672710802
DANJOS,1,"4-Hydroxy-4-methyl-3-(6-methylpyrid-2-yl)-5,5-pentamethyleneoxazolidin-2-one",DANJOS.mol,"[3, 2]",1,0.7936843269936672
YAFQOM,1,"2,6-bis(Phenylamino)pyridinium chloride benzene solvate",YAFQOM.mol,"[0, 10]",1,0.7936984776239343
YILJIP,1,"2-hydroxy-3-methyl-2-phenyl-3-propanoyl-3,4-dihydronaphthalen-1(2H)-one",YILJIP.mol,"[2, 0]",1,0.7937048357574686
PEWFEC,1,"bis(2-Salicyliden-amino-4,5-diphenyl-3-cyanofuran)",PEWFEC.mol,"[5, 18]",1,0.793723361959418
CEZTEH,1,"Dimethyl (2S,3R,3aS,4aS,6S,7R,7aS,8aS)-3,7-dihydroxy-2,6-dimethyl-hexahydro-1,4,5,8-tetraoxa-s-indacene-3,7-dicarboxylate monohydrate",CEZTEH.mol,"[12, 43]",1,0.7937349425335561
SAMRIJ,1,"9-(Allyloxy)-1,2,3,5,10,10a-hexahydropyrrolo[1,2-b]isoquinoline-2,10-diol",SAMRIJ.mol,"[0, 4]",1,0.7937394859688424
POXPEX,1,N-Acetyl-L-isoleucinamide,POXPEX.mol,"[0, 2]",1,0.7937411111156633
MEGYEC,1,"bis(Cefadroxil) 2,6-dihydroxynaphthalene clathrate nonahydrate",MEGYEC.mol,"[19, 18]",1,0.7937439439827076
WELSUD,1,Methyl 4-methyl-2-oxo-3-oxabicyclo[3.1.0]hexane-1-carboxylate,WELSUD.mol,"[2, 3]",1,0.7937467307543803
TIVMUH,1,N-(3-Methylphenyl)-N'-(4-nitrophenyl)urea,TIVMUH.mol,"[2, 1]",1,0.7937496470472921
TUCGED,1,5-Ethyl-6-amino-4-hydroxy-7-carbamoyl-2-oxo-1-cyano-3-azabicyclo(3.2.1)oct-6-ene dihydrate,TUCGED.mol,"[0, 6]",1,0.7937592600555868
GOGVIJ,1,"(10-((R)-1,2-dihydroxyethyl)-9-anthryl)methyl acetate",GOGVIJ.mol,"[5, 3]",1,0.7937845109993302
UKOXIB,1,"(3S)-Carboxymethyl-1,2,3,4-tetrahydrospiro-β-carboline-1,2'-(1',3')-indanedione",UKOXIB.mol,"[25, 22]",1,0.7937999844764361
RULYEE,1,"2-((3-Hydroxy-9-methoxy-6a,11a-dihydro-6H-[1]benzofuro[3,2-c]chromen-8-yl)oxy)-5-(hydroxymethyl)tetrahydrofuran-3,4-diol",RULYEE.mol,"[1, 3]",1,0.793811312694774
XEVVEB,1,1-(4-(1-Thia-3-azaspiro[5.5]undec-2-ylideneamino)phenyl)ethanone,XEVVEB.mol,"[1, 2]",1,0.7938287268750568
JINVAG,1,"5-methyltetrazolo[1,5-a]quinoxalin-4(5H)-one",JINVAG.mol,"[5, 0]",1,0.7938773687473856
AYAGIR,1,"3-Anilino-6-methyl[1,2,4]triazolo[4,3-b][1,2,4]triazin-7(1H)-one dihydrate",AYAGIR.mol,"[1, 6]",1,0.7938912163961426
QECTEZ,1,"2-[(8-Methoxycarbonyl-4b,8-dimethyl-4b,5,6,7,8,8a,9,10-octahydrophenanthren-3-yl)amino]-3,5-dinitrobenzoic acid ethyl acetate solvate",QECTEZ.mol,"[8, 10]",1,0.7938948171435765
IZAWEN,1,"(3S,4R)-3,4-dihydroxytetrahydro(1-deoxy-β-D-mannopyranoso)(2,1-e)-2H-pyran",IZAWEN.mol,"[21, 25]",1,0.7938985123317835
SOVNIB,1,"Tetraphenylphosphonium 2,7-dihydroxy-9-phenylfluorone-3-olate methanol solvate",SOVNIB.mol,"[31, 29]",1,0.7939024169190172
TALJUL,1,"β-D-Lyxopyrano(1,2-d)oxazolidin-2-one",TALJUL.mol,"[3, 2]",1,0.7939211114650905
CUVMIQ,1,"4-(3,5-bis(pyridin-2-yl)-1H-1,2,4-triazol-1-yl)-1-methylpyridinium iodide",CUVMIQ.mol,"[2, 3]",1,0.7939252218907602
IGAJEG,1,4-(4-Ethoxyphenyl)-4-oxobutanoic acid,IGAJEG.mol,"[1, 0]",1,0.7939743531757055
EPIPNL,1,"3,4-Epoxy-3,4-dihydro-1-hydroxy-1-isopropyl-naphthalen-2-one",EPIPNL.mol,"[14, 13]",1,0.7939763617501177
TEVZEB,1,20-(Dimethylamino)-16-hydroxy-3-(3-isopropyl-2-oxoazetidin-1-yl)pregnan-4-one,TEVZEB.mol,"[1, 3]",1,0.7939804442276484
RUJPAQ,1,"4,8-dihydroxy-3-methyl-3,4-dihydro-1H-2-benzopyran-1-one",RUJPAQ.mol,"[6, 1]",1,0.7939816316122298
ALOBOV,1,"4-amino-8-(hydroxymethyl)-6a,7,8,9a-tetrahydrofuro[2',3':4,5][1,3]thiazolo[3,2-e]purin-7-ol trihydrate",ALOBOV.mol,"[7, 10]",1,0.7939853845561275
PUMXOL,1,"1-(2,6-difluorobenzyl)-2-(2,6-difluorophenyl)-4-hydroxylbenzimidazole",PUMXOL.mol,"[0, 6]",1,0.7939950595037507
XIFNOQ01,1,N-(4-Methyl-1H-pyridin-2-ylidene)benzenesulfonamide,XIFNOQ01.mol,"[13, 14]",1,0.7939971074134865
APAWAR,1,"3-oxo-3,4-dihydro-2H-1,2,4-benzothiadiazine-5-carboxylic acid 1,1-dioxide N,N-dimethylformamide solvate",APAWAR.mol,"[7, 4]",1,0.7940065370585059
JIGDAE,1,"1-Benzyl-6,9-diphenyl-4,6,9,11-tetrahydropyridazino(1,2-a)(1,2,3)triazolo(4,5-d)pyridazine-4,11-dione",JIGDAE.mol,"[29, 32]",1,0.794011853359406
ROLCUR,1,L-Hydroxylysine dihydrochloride,ROLCUR.mol,"[0, 1]",1,0.7940328105594956
LUPHIQ,1,"6-(ethoxycarbonyl)-1-(2,4,6-trimethylphenyl)-1H-imidazo[2,1,5-cd]indolizin-8-ium-7-olate dichloromethane solvate",LUPHIQ.mol,"[2, 1]",1,0.7940633684810908
AHOWAV,1,"(1R,3aS,3bR,5aR,10aR,10bS,12aS)-3a,3b,7,7,10a-Pentamethyltetradecahydro-6,8-dioxacyclohepta(α)cyclopenta(f)naphthalene-1,12a-diol",AHOWAV.mol,"[0, 1]",1,0.7940725606582558
AROZIQ,1,rac-(1-Phenylethyl)ammonium hydrogen (carboxymethyl)phosphonate,AROZIQ.mol,"[1, 2]",1,0.7940758795985731
EXUVID,1,(6-Methyl-2-oxooctahydro-1-benzofuran-3-yl)acetic acid,EXUVID.mol,"[2, 4]",1,0.7940797723082061
MOYSAX,1,"1,1',1''-(1,3,5-triazine-2,4,6-triyl)tris(piperidine-4-carboxylic acid)",MOYSAX.mol,"[25, 41]",1,0.794085777625736
MEVTOW,1,"2,3,5,6,7,8-Hexahydro-3-(2-hydroxy-1-methylpropyl)-6,8-methano-7,7,8a-trimethyl-5H-1,4-benzoxazin-2-one",MEVTOW.mol,"[3, 0]",1,0.7940979836963715
UHIGAV,1,"3-((4-amino-3-methyl-1,2-oxazol-5-yl)methyl)-3-hydroxy-1,3-dihydro-2H-indol-2-one",UHIGAV.mol,"[0, 1]",1,0.7941141940231286
OKIZEP,1,"bis(4-(3-carboxy-6-fluoro-1-(4-fluorophenyl)-4-oxo-1,4-dihydroquinolin-7-yl)piperazin-1-ium) terephthalate",OKIZEP.mol,"[1, 16]",1,0.7941226758962541
WOCLUY,1,1-(2-amino-1H-imidazol-5-yl)propan-1-one,WOCLUY.mol,"[0, 1]",1,0.7941226948894973
SABHEK,1,N-(3-Methylphenyl)pyrimidin-2-amine,SABHEK.mol,"[1, 2]",1,0.794123711844337
SMMETC10,1,S-Methyl-L-methionine chloride hydrochloride,SMMETC10.mol,"[1, 2]",1,0.7941526014740046
XOZQOV,1,"8a-hydroxy-15-methyl-7,8,8a,13-tetrahydro-5H-indolo[2',3':2,3]pyrrolo[2,1-c][1,4]benzodiazepine-5,14(15H)-dione",XOZQOV.mol,"[0, 1]",1,0.7941531957929091
XOXDOG,1,N'-({4-[(prop-2-yn-1-yl)oxy]phenyl}methylidene)pyridine-4-carbohydrazide monohydrate,XOXDOG.mol,"[31, 32]",1,0.7941619984711282
EXAJIW,1,"(-)-5-(Hydroxymethyl)-2,2-dimethyl-6,6a,7a,7b-tetrahydro-4H-oxireno(h)(1,3)benzodioxin-6-ol",EXAJIW.mol,"[3, 0]",1,0.7941673715283696
LAHHAH,1,(4-hydroxyphenyl)acetic acid bis(pyridine-4-carboxamide),LAHHAH.mol,"[16, 17]",1,0.7941718947979786
AXALOB,1,"5-(Pyridin-2-yl)-3,3'-bi(1H-1,2,4-triazole)",AXALOB.mol,"[4, 3]",1,0.7941750317222288
VIMKOT,1,2-([(4-Carboxy-3-hydroxyphenyl)iminiumyl]methyl)phenolate,VIMKOT.mol,"[1, 5]",1,0.7941794902423024
ZILGUZ,1,"3,3-difluoro-4,6,6-trimethylcyclohexane-1,2-diol",ZILGUZ.mol,"[3, 2]",1,0.7941810545899562
GEQXIM,1,"methyl 8-hydroxy-6-methoxy-1,2-dioxo-14-phenyl-1,2,6,7,7a,8-hexahydro-3,6-methanoimidazo[2,1-e]acridine-4-carboxylate",GEQXIM.mol,"[2, 3]",1,0.794185992251537
XEBMEX,1,Isoeuparin,XEBMEX.mol,"[27, 25]",1,0.7941896876121598
UMOROD,1,6β-Hydroxyrosenonolactone,UMOROD.mol,"[4, 2]",1,0.7942046573337159
AZUZAW,1,"(1R*,2R*,3S*,4R*,6S*)-4,6-Diazido-2-(t-butyl-dimethylsiloxy)cyclohexane-1,3-diol",AZUZAW.mol,"[1, 10]",1,0.7942130876898617
NASQAZ,1,N-(t-Butoxycarbonyl)-L-alanine,NASQAZ.mol,"[2, 1]",1,0.7942131152389811
KUTROG,1,"rel-(2S,3S,4S,5S,6R)-Tetrahydro-5-(methoxymethoxy)-2-(p-methoxyphenyl)-4,6-dimethyl-2H-pyran-3,4-diol",KUTROG.mol,"[2, 3]",1,0.7942192689322692
SINMAE,1,"1,1'-Binaphthyl-2,2'-dihydroxy-6,6'-dicarboxylic acid bis(methanol) clathrate",SINMAE.mol,"[3, 0]",1,0.7942324590675972
DEFNAE,1,Ethyl 5-cyano-2-hydroxy-6-oxo-4-p-tolyl-2-(trifluoromethyl)piperidine-3-carboxylate,DEFNAE.mol,"[1, 2]",1,0.794241964707643
NUKCOL,1,Fluoroscein,NUKCOL.mol,"[23, 24]",1,0.7942478928383974
ERILAS,1,"Diethyl 2,5-bis(acetylamino)benzene-1,4-dicarboxylate",ERILAS.mol,"[3, 1]",1,0.7942515717827163
MIZRUL,1,"12-hydroxy-10-methoxy-3-methyl-3,4,5,6,7,8-hexahydro-1H-2-benzoxecin-1-one",MIZRUL.mol,"[1, 4]",1,0.7942726860542603
QALQOL,1,"(1aR,5bS,8R,8aR,8bR,10aS,10bR)-8-Hydroxy-5b,8a-dimethyl-5b,6,7,8,8a,8b,10a,10b-octahydro-4H,9H-[2]benzofuro[7,1-fg]oxireno[i]isochromene-4,9-dione",QALQOL.mol,"[1, 6]",1,0.7942816223085246
JECPUF01,1,"2-(3-furyl)-6b-hydroxy-6a,10b-dimethyl-1,2,6,6a,6b,9,9a,10,10a,10b-decahydro-4H,7H-furo[3',4':3,4]cyclopenta[1,2-f]isochromene-4,7-dione",JECPUF01.mol,"[45, 44]",1,0.7943003042147787
VEKTOW,1,"(2,4-Dihydroxy-6-(4-hydroxy-3-methoxyphenyl)-2,4-bis(pyridin-2-yl)cyclohexyl)(pyridin-2-yl)methanone",VEKTOW.mol,"[5, 3]",1,0.7943006965701662
ARUZOE,1,4-(2-(1-(pyridin-3-yl)ethylidene)hydrazino)benzoic acid,ARUZOE.mol,"[0, 2]",1,0.7943008875687598
ZUXPOA,1,methyl 4-azido-3-hydroxy-3-(4-nitrophenyl)butanoate,ZUXPOA.mol,"[0, 8]",1,0.794315972292666
GOLZUD,1,"3-((2,6-dimethylphenyl)aminocarbonyl)propionic acid",GOLZUD.mol,"[28, 30]",1,0.7943193378823377
BUTMUA,1,"11-hydroxy-3-isobutyl-4,5,8-trimethyl-2,3,3a,4,6a,9,10,11,13,14-decahydro-1H-cycloundeca[d]isoindole-1,12,15-trione methanol solvate",BUTMUA.mol,"[2, 3]",1,0.79434493650696
QUHZIF,1,"2β,6α-dihydroxy-5β-cholanoate hemihydrate",QUHZIF.mol,"[5, 4]",1,0.7943632713086582
SAVGUS,1,1-(2-Methoxy-4-nitrophenyl)-3-(4-methoxyphenyl)triaz-2-ene,SAVGUS.mol,"[6, 4]",1,0.7943876122372864
JUYVIL,1,"bis(2-hydroxynaphthalene-1-carboxylic acid) benzene-1,2,4,5-tetracarbonitrile",JUYVIL.mol,"[3, 2]",1,0.7943914078868406
YUPRAF,1,"4,4'-dibenzyl-4H,4'H-[2,2'-bithieno[3,2-b]pyrrole]-5,5',6,6'-tetraone",YUPRAF.mol,"[2, 1]",1,0.7944114571858992
NABLUA,1,"2-(amino(phenyl)methyl)-4,6-di-t-butylphenol",NABLUA.mol,"[20, 0]",1,0.7944145650108669
VEXQAQ01,1,"3,3'-Diamino-2,2'-bipyridyl",VEXQAQ01.mol,"[0, 18]",1,0.7944202457040708
FEKLIR,1,Methyl 6-oxo-5-(5-(2-thienyl)tetrazol-2-yl)piperidine-2-carboxylate,FEKLIR.mol,"[3, 4]",1,0.7944364696105285
VEQSAN,1,12β-Hydroxy-acetylfawcettiine,VEQSAN.mol,"[6, 0]",1,0.7944378404035884
NESYOA,1,"2,2-Dimethyltetrahydro-3aH-cyclopenta(d)(1,3)dioxole-5-carboxylic acid",NESYOA.mol,"[22, 24]",1,0.7944378584691715
HOWZAW,1,"meso-1,3-bis(1,3-dimethyl-2-oxo-2,3-dihydro-1H-indol-3-yl)-2,2-dimethylpropane-1,3-dione",HOWZAW.mol,"[55, 56]",1,0.7944386055243677
AQAHOR,1,"2-((2,3-dihydroxybenzylidene)azaniumyl)benzenesulfonate trihydrate",AQAHOR.mol,"[23, 22]",1,0.7944484718236376
TATDOI,1,"N,N'-bis(2-(1,8-dihydroxynaphth-2-yl)methylidene)-1,3-propanediamine",TATDOI.mol,"[0, 1]",1,0.7944592608923788
AHALUQ,1,Ethyl trifluoroacetyl-((S)-α-ethylleucyl)-(S)-α-ethylleucinate,AHALUQ.mol,"[5, 7]",1,0.7944854479137541
UVUYAN,1,"4-hydroxy-4-methyl-9-(prop-1-en-2-yl)dodecahydro-1H-benzo[6,7]azuleno[1,8-bc]furan-1,5,7-trione",UVUYAN.mol,"[0, 3]",1,0.7944882026568595
TUGFUW,1,"2-Hydroxy-8,9-dimethoxy-11-methyl-3-oxo-2,3,5,6,11,12,13,13a-octahydro-1 H-cyclopenta(2,3)pyrido(2,1-a)isoquinoline-2-carboxylic acid ethyl ester",TUGFUW.mol,"[2, 4]",1,0.7944956038995026
WALFEY,1,"naphthalene-1,8-diol",WALFEY.mol,"[11, 10]",1,0.7944973836190967
YEQHAD,1,"2-(2-(Ethoxycarbonyl)-1,2-dihydroxyethyl)-3-methoxypyridine N-oxide",YEQHAD.mol,"[3, 4]",1,0.7944978341825598
SEYSAQ,1,"(4R)-4,7-Dibenzyl-1-(2-naphthylmethyl)-1,3,4,5,6,7-hexahydro-2H-1,3-diazepin-2-one",SEYSAQ.mol,"[1, 2]",1,0.7944994167828856
ZASXAV,1,N-(2-hydroxy-4-methylphenyl)-2-propylpentanamide,ZASXAV.mol,"[25, 26]",1,0.7945171688669207
QALPAW,1,"(S,S)-2-Hydroxy-2-((4-(1-hydroxyocta-2,4-dien-1-ylidene)-1-methyl-3,5-dioxopyrrolidin-2-yl)methyl)-3-methylbutanoic acid",QALPAW.mol,"[25, 32]",1,0.7945355112550219
SAXCUR,1,"1-(3,5-bis(pyridin-2-yl)-1H-1,2,4-triazol-1-yl)-3-(pyridin-2-yl)imidazo[1,5-a]pyridine monohydrate",SAXCUR.mol,"[4, 7]",1,0.7945440727311567
PATFAR,1,Glycyl-L-tyrosyl-L-alanine dihydrate,PATFAR.mol,"[4, 6]",1,0.7945556784206831
RIGNAW,1,"(1R,5S,1'S)-3-Aza-1-azidocarbonylamino-2-oxo-3-(1'-phenylethyl)bicyclo(3.1.0)hexane",RIGNAW.mol,"[1, 5]",1,0.7945740144098661
CAVWAA,1,4-((((4-nitrophenyl)sulfonyl)amino)methyl)cyclohexanecarboxylic acid,CAVWAA.mol,"[1, 3]",1,0.7945807119263645
TAZMUE,1,"Hexa-aqua-sodium(i) hydrogen 5,5'-azobistetrazolate dihydrate",TAZMUE.mol,"[11, 0]",1,0.7945897513997726
LOFSOO,1,"N-(2,3-Dihydroxybenzylidene)(4-(N',N'-dimethylamino)phenyl)amine",LOFSOO.mol,"[0, 1]",1,0.7945961102233344
WOGGOQ,1,"N'-(4-oxo-1,3-thiazolidin-2-ylidene)pyrazine-2-carbohydrazonamide",WOGGOQ.mol,"[4, 7]",1,0.7945978209880351
DEWREC,1,Rhizolotine,DEWREC.mol,"[18, 12]",1,0.794606667855011
RERKAD,1,"4,4'-(1,4-diphenylbuta-1,3-diene-1,4-diyl)bis(2-hydroxybenzoic acid) N,N-dimethylformamide solvate",RERKAD.mol,"[3, 2]",1,0.7946210363993987
TIXSAU02,1,(Diphenylphosphoryl)acetic acid,TIXSAU02.mol,"[3, 2]",1,0.7946346722491181
TUMZIK,1,"(S,S)-4-(1-Hydroxy-2-methylenepropyl)-2,2-dimethyl-1,3-dioxan-5-one",TUMZIK.mol,"[1, 3]",1,0.7946357908966838
AQOCIU01,1,bis(amino((amino(anilino)methylene)amino)methaniminium) oxalate,AQOCIU01.mol,"[13, 14]",1,0.7946427069798155
MAZHIG,1,Methyl 3-hydroxy-3-methyl-2-oxoindoline-1-carboxylate,MAZHIG.mol,"[4, 3]",1,0.794650862660004
WOXCUK,1,2-amino-N-[2-(morpholin-4-yl)ethyl]benzamide,WOXCUK.mol,"[0, 2]",1,0.7946554331208802
